pkgname,pkgbase,repo,arch,pkgver,pkgrel,epoch,pkgdesc,url,filename,compressed_size,installed_size,build_date,last_update,flag_date,packager
"blur-effect","blur-effect","extra","x86_64","1.1.3","3","0","Off-screen image blurring utility using OpenGL ES 3.0","https://github.com/sonald/blur-effect","blur-effect-1.1.3-3-x86_64.pkg.tar.zst","16481","43488","2024-07-12T01:32:00Z","2024-07-12T02:07:18.724Z","null","blakkheim"
"blurble","blurble","extra","x86_64","0.4.0","2","0","Word guessing game","https://gitlab.gnome.org/World/Blurble","blurble-0.4.0-2-x86_64.pkg.tar.zst","232159","1346079","2024-11-13T01:34:16Z","2024-11-13T01:37:44.786Z","null","bgyorgy"
"bmake","bmake","extra","x86_64","20240921","1","0","Portable version of the NetBSD make build tool","https://www.crufty.net/help/sjg/bmake.html","bmake-20240921-1-x86_64.pkg.tar.zst","217967","597845","2024-10-07T14:46:37Z","2024-10-07T14:50:11.530Z","null","alerque"
"bmkdep","bmkdep","extra","x86_64","20140112","5","0","NetBSD mkdep: construct Makefile dependency list","https://github.com/trociny/bmkdep","bmkdep-20140112-5-x86_64.pkg.tar.zst","11126","26329","2024-07-12T01:32:29Z","2024-07-12T02:07:19.148Z","null","blakkheim"
"bmon","bmon","extra","x86_64","4.0","5","0","Portable bandwidth monitor and rate estimator","https://github.com/tgraf/bmon/","bmon-4.0-5-x86_64.pkg.tar.zst","45985","113995","2024-07-12T01:32:55Z","2024-07-12T02:07:19.565Z","null","blakkheim"
"bmusb","bmusb","extra","x86_64","0.7.8","1","0","a free driver for BlackMagic's Intensity Shuttle andUltraStudio SDI USB3 cards","https://git.sesse.net/?p=bmusb;a=summary","bmusb-0.7.8-1-x86_64.pkg.tar.zst","41172","107311","2023-12-22T21:53:15Z","2023-12-22T22:12:57.084Z","null","Foxboron"
"bnfc","bnfc","extra","x86_64","2.9.5","6","0","A compiler front-end generator.","https://bnfc.digitalgrammars.com/","bnfc-2.9.5-6-x86_64.pkg.tar.zst","1358929","7726232","2024-10-20T14:10:13Z","2024-10-20T17:21:39.378Z","null","felixonmars"
"bob","bob","extra","x86_64","4.0.2","1","0","A version manager for neovim","https://github.com/MordechaiHadad/bob","bob-4.0.2-1-x86_64.pkg.tar.zst","2891294","9113236","2024-09-12T21:14:14Z","2024-09-12T21:17:56.376Z","null","orhun"
"bogofilter-db","bogofilter","extra","x86_64","1.2.5","12","0","A fast Bayesian spam filtering tool - Berkeley DB v5.3 backend","https://bogofilter.sourceforge.io/","bogofilter-db-1.2.5-12-x86_64.pkg.tar.zst","231608","802123","2024-07-14T15:59:08Z","2024-07-17T11:56:12.030Z","null","andyrtr"
"bogofilter-kyotocabinet","bogofilter","extra","x86_64","1.2.5","12","0","A fast Bayesian spam filtering tool - Kyotocabinet DB backend","https://bogofilter.sourceforge.io/","bogofilter-kyotocabinet-1.2.5-12-x86_64.pkg.tar.zst","232680","813684","2024-07-14T15:59:08Z","2024-07-17T11:56:12.740Z","null","andyrtr"
"bogofilter-lmdb","bogofilter","extra","x86_64","1.2.5","12","0","A fast Bayesian spam filtering tool - lmdb DB backend","https://bogofilter.sourceforge.io/","bogofilter-lmdb-1.2.5-12-x86_64.pkg.tar.zst","238405","830069","2024-07-14T15:59:08Z","2024-07-17T11:56:13.341Z","null","andyrtr"
"bogofilter-sqlite","bogofilter","extra","x86_64","1.2.5","12","0","A fast Bayesian spam filtering tool - sqlite DB backend","https://bogofilter.sourceforge.io/","bogofilter-sqlite-1.2.5-12-x86_64.pkg.tar.zst","236737","834163","2024-07-14T15:59:08Z","2024-07-17T11:56:13.922Z","null","andyrtr"
"boinc-nox","boinc","extra","x86_64","8.0.2","2","0","Berkeley Open Infrastructure for Network Computing for desktop without Xorg dependencies","https://boinc.berkeley.edu/","boinc-nox-8.0.2-2-x86_64.pkg.tar.zst","651682","2346319","2024-09-19T19:52:25Z","2024-09-19T20:05:20.159Z","null","felixonmars"
"boinc","boinc","extra","x86_64","8.0.2","2","0","Berkeley Open Infrastructure for Network Computing for desktop","https://boinc.berkeley.edu/","boinc-8.0.2-2-x86_64.pkg.tar.zst","2910416","9270588","2024-09-19T19:52:25Z","2024-09-19T20:05:19.591Z","null","felixonmars"
"boinctui","boinctui","extra","x86_64","2.7.1","1","0","Curses based fullscreen BOINC manager","https://sourceforge.net/projects/boinctui/","boinctui-2.7.1-1-x86_64.pkg.tar.zst","122505","299100","2024-09-07T12:50:05Z","2024-09-07T12:59:51.550Z","null","arojas"
"bolt","bolt","extra","x86_64","0.9.8","1","0","Thunderbolt 3 device manager","https://gitlab.freedesktop.org/bolt/bolt","bolt-0.9.8-1-x86_64.pkg.tar.zst","159558","453258","2024-06-06T18:47:31Z","2024-06-06T18:55:29.210Z","null","Foxboron"
"bomber","bomber","extra","x86_64","24.08.3","1","0","A single player arcade game","https://apps.kde.org/bomber/","bomber-24.08.3-1-x86_64.pkg.tar.zst","967541","1257848","2024-11-05T14:03:12Z","2024-11-07T13:57:21.225Z","null","arojas"
"bonnie++","bonnie++","extra","x86_64","2.00a","4","0","Based on the Bonnie hard drive benchmark by Tim Bray","https://www.coker.com.au/bonnie++/","bonnie++-2.00a-4-x86_64.pkg.tar.zst","56246","174823","2024-07-03T19:22:34Z","2024-07-03T20:53:55.979Z","null","jelle"
"bonzomatic","bonzomatic","extra","x86_64","1.0.20230615","2","0","Live shader coding tool","https://github.com/Gargaj/bonzomatic","bonzomatic-1.0.20230615-2-x86_64.pkg.tar.zst","710535","1674616","2024-06-22T07:44:04Z","2024-06-22T07:48:59.608Z","null","arodseth"
"bookworm","bookworm","extra","x86_64","1.1.2","4","0","A simple user centric eBook reader which displays multiple eBooks formats uniformly","https://babluboy.github.io/bookworm","bookworm-1.1.2-4-x86_64.pkg.tar.zst","1589351","3283195","2024-07-12T01:35:22Z","2024-07-12T02:07:19.967Z","null","blakkheim"
"boost-libs","boost","extra","x86_64","1.86.0","3","0","Free peer-reviewed portable C++ source libraries (runtime libraries)","https://www.boost.org/","boost-libs-1.86.0-3-x86_64.pkg.tar.zst","2545226","9067317","2024-09-25T12:04:28Z","2024-09-25T12:14:07.404Z","null","gromit"
"boost","boost","extra","x86_64","1.86.0","3","0","Free peer-reviewed portable C++ source libraries (development headers)","https://www.boost.org/","boost-1.86.0-3-x86_64.pkg.tar.zst","15440927","186773084","2024-09-25T12:04:28Z","2024-09-25T12:14:05.076Z","null","gromit"
"booster","booster","extra","x86_64","0.11","2","0","Fast and secure initramfs generator","https://github.com/anatol/booster","booster-0.11-2-x86_64.pkg.tar.zst","3589611","12026892","2024-07-12T01:36:13Z","2024-07-12T02:07:20.447Z","null","blakkheim"
"bootconfig","linux-tools","extra","x86_64","6.10","2","0","Apply, delete or show boot config to initrd","https://www.kernel.org","bootconfig-6.10-2-x86_64.pkg.tar.zst","22483","55616","2024-09-01T14:01:10Z","2024-09-04T19:37:06.713Z","2024-09-15T21:57:48.224Z","arojas"
"bore","bore","extra","x86_64","0.5.1","1","0","A command line tool for making tunnels to localhost","https://github.com/ekzhang/bore","bore-0.5.1-1-x86_64.pkg.tar.zst","711034","2054981","2024-06-11T17:15:23Z","2024-06-11T17:18:44.991Z","null","orhun"
"borg","borg","extra","x86_64","1.4.0","2","0","Deduplicating backup program with compression and authenticated encryption","https://borgbackup.github.io/","borg-1.4.0-2-x86_64.pkg.tar.zst","1442504","7057512","2024-10-01T03:37:07Z","2024-10-01T03:52:27.492Z","null","bgyorgy"
"borgmatic","borgmatic","extra","any","1.9.1","1","0","Simple, configuration-driven backup software for servers and workstations","https://torsion.org/borgmatic","borgmatic-1.9.1-1-any.pkg.tar.zst","259874","1788611","2024-11-11T16:40:30Z","2024-11-11T16:46:43.253Z","null","polyzen"
"botan","botan","extra","x86_64","3.6.1","1","0","Crypto library written in C++","https://botan.randombit.net/","botan-3.6.1-1-x86_64.pkg.tar.zst","3178547","11095192","2024-10-26T18:36:49Z","2024-10-26T19:07:03.706Z","null","arojas"
"botan2","botan2","extra","x86_64","2.19.5","1","0","Crypto library written in C++ (legacy version)","https://botan.randombit.net/","botan2-2.19.5-1-x86_64.pkg.tar.zst","2151315","7739314","2024-07-08T16:33:29Z","2024-07-08T16:36:45.161Z","null","arojas"
"bottom","bottom","extra","x86_64","0.10.2","1","0","A graphical process/system monitor","https://github.com/ClementTsang/bottom","bottom-0.10.2-1-x86_64.pkg.tar.zst","2439354","5928359","2024-08-06T08:24:57Z","2024-08-06T08:33:39.169Z","null","alerque"
"bovo","bovo","extra","x86_64","24.08.3","1","0","A Gomoku like game for two players","https://apps.kde.org/bovo/","bovo-24.08.3-1-x86_64.pkg.tar.zst","323769","756495","2024-11-05T14:03:39Z","2024-11-07T13:57:21.756Z","null","arojas"
"bower","bower","extra","any","1.8.14","2","0","A package manager for the web","https://bower.io/","bower-1.8.14-2-any.pkg.tar.zst","2877288","19146435","2024-07-12T01:37:05Z","2024-07-12T02:07:05.156Z","null","blakkheim"
"box2d","box2d","extra","x86_64","3.0.0","1","0","2D rigid body simulation library for games","http://www.box2d.org/","box2d-3.0.0-1-x86_64.pkg.tar.zst","172348","466890","2024-08-26T17:25:31Z","2024-08-26T18:12:08.305Z","null","svenstaro"
"boxed-cpp","boxed-cpp","extra","any","1.4.3","2","0","Small header-only library for easing primitive type boxing in C++","https://github.com/contour-terminal/boxed-cpp","boxed-cpp-1.4.3-2-any.pkg.tar.zst","7078","18597","2024-10-16T11:45:01Z","2024-10-24T20:11:39.829Z","null","ptr1337"
"boxxy","boxxy","extra","x86_64","0.8.5","1","0","Put bad Linux applications in a box with only their files","https://github.com/queer/boxxy","boxxy-0.8.5-1-x86_64.pkg.tar.zst","2873335","7532630","2024-07-25T05:26:48Z","2024-07-25T05:35:59.288Z","null","orhun"
"bpf-linker","bpf-linker","extra","x86_64","0.9.13","1","0","Simple BPF static linker","https://github.com/aya-rs/bpf-linker","bpf-linker-0.9.13-1-x86_64.pkg.tar.zst","934871","3373777","2024-08-16T19:15:43Z","2024-08-16T19:18:54.711Z","null","orhun"
"bpf","linux-tools","extra","x86_64","6.10","2","0","BPF tools","https://www.kernel.org","bpf-6.10-2-x86_64.pkg.tar.zst","1823516","5631164","2024-09-01T14:01:10Z","2024-09-04T19:37:07.158Z","2024-09-15T21:57:48.224Z","arojas"
"bpftop","bpftop","extra","x86_64","0.5.2","1","0","Dynamic real-time view of running eBPF programs","https://github.com/Netflix/bpftop","bpftop-0.5.2-1-x86_64.pkg.tar.zst","590842","1563191","2024-07-29T06:55:13Z","2024-07-29T06:58:45.924Z","null","orhun"
"bpftrace","bpftrace","extra","x86_64","0.21.2","1","0","High-level tracing language for Linux eBPF","https://github.com/iovisor/bpftrace","bpftrace-0.21.2-1-x86_64.pkg.tar.zst","1887009","8608754","2024-08-11T23:11:30Z","2024-08-11T23:15:40.702Z","null","anatolik"
"bpython","bpython","extra","any","0.24","5","0","Fancy ncurses interface to the Python interpreter","https://bpython-interpreter.org/","bpython-0.24-5-any.pkg.tar.zst","402114","2425218","2024-04-30T09:20:46Z","2024-04-30T09:23:30.461Z","null","gromit"
"bpytop","bpytop","extra","any","1.0.68","2","0","Resource monitor that shows usage and stats for processor, memory, disks, network and processes","https://github.com/aristocratos/bpytop","bpytop-1.0.68-2-any.pkg.tar.zst","60113","269102","2024-07-12T01:38:08Z","2024-07-12T02:07:06.155Z","null","blakkheim"
"brasero","brasero","extra","x86_64","3.12.3+r36+g5cdefa8c","1","0","CD/DVD mastering tool","https://wiki.gnome.org/Apps/Brasero","brasero-3.12.3+r36+g5cdefa8c-1-x86_64.pkg.tar.zst","3621002","15472874","2024-09-24T09:27:42Z","2024-09-24T09:37:14.609Z","null","bgyorgy"
"breeze-grub","breeze-grub","extra","any","6.2.3","1","0","Breeze theme for GRUB","https://kde.org/plasma-desktop/","breeze-grub-6.2.3-1-any.pkg.tar.zst","1602700","4901363","2024-11-05T18:43:14Z","2024-11-05T21:44:35.284Z","null","tcanabrava"
"breeze-gtk","breeze-gtk","extra","any","6.2.3","1","0","Breeze widget theme for GTK 2 and 3","https://kde.org/plasma-desktop/","breeze-gtk-6.2.3-1-any.pkg.tar.zst","196028","1212398","2024-11-05T18:43:24Z","2024-11-05T21:44:35.826Z","null","tcanabrava"
"breeze-icons","breeze-icons","extra","x86_64","6.8.0","1","0","Breeze icon theme","https://community.kde.org/Frameworks","breeze-icons-6.8.0-1-x86_64.pkg.tar.zst","8336462","79248370","2024-11-08T15:25:33Z","2024-11-09T08:12:30.689Z","null","tcanabrava"
"breeze-plymouth","breeze-plymouth","extra","x86_64","6.2.3","1","0","Plymouth theme for the Breeze visual style for the Plasma Desktop","https://kde.org/plasma-desktop/","breeze-plymouth-6.2.3-1-x86_64.pkg.tar.zst","95417","162686","2024-11-05T18:43:49Z","2024-11-05T21:44:40.059Z","null","tcanabrava"
"breeze","breeze","extra","x86_64","6.2.3","1","0","Artwork, styles and assets for the Breeze visual style for the Plasma Desktop","https://kde.org/plasma-desktop/","breeze-6.2.3-1-x86_64.pkg.tar.zst","92810461","123192530","2024-11-05T18:20:42Z","2024-11-05T21:44:39.443Z","null","tcanabrava"
"breeze5","breeze","extra","x86_64","6.2.3","1","0","Qt5 Breeze style","https://kde.org/plasma-desktop/","breeze5-6.2.3-1-x86_64.pkg.tar.zst","183969","538712","2024-11-05T18:20:42Z","2024-11-05T21:44:40.581Z","null","tcanabrava"
"breezy","breezy","extra","x86_64","3.3.9","1","0","A decentralized revision control system with support for Bazaar and Git file formats","https://www.breezy-vcs.org/","breezy-3.3.9-1-x86_64.pkg.tar.zst","7968402","59768647","2024-10-20T13:36:42Z","2024-10-23T05:26:10.677Z","null","carsme"
"brial","brial","extra","x86_64","1.2.12","5","0","Library for polynomials over boolean rings","https://github.com/BRiAl/BRiAl","brial-1.2.12-5-x86_64.pkg.tar.zst","768550","4416064","2024-10-24T15:09:47Z","2024-10-24T15:13:06.373Z","null","arojas"
"bridge-utils","bridge-utils","extra","x86_64","1.7.1","2","0","Utilities for configuring the Linux ethernet bridge","https://wiki.linuxfoundation.org/networking/bridge","bridge-utils-1.7.1-2-x86_64.pkg.tar.zst","16579","33594","2024-03-05T13:51:20Z","2024-03-05T15:32:28.443Z","null","eworm"
"brightnessctl","brightnessctl","extra","x86_64","0.5.1","3","0","Lightweight brightness control tool","https://github.com/Hummer12007/brightnessctl","brightnessctl-0.5.1-3-x86_64.pkg.tar.zst","11331","29066","2024-07-12T01:39:10Z","2024-07-12T02:07:20.892Z","null","blakkheim"
"brltty-udev-generic","brltty","extra","x86_64","6.7","1","0","Generic udev rules for brltty","https://brltty.app","brltty-udev-generic-6.7-1-x86_64.pkg.tar.zst","5080","5089","2024-10-16T09:26:26Z","2024-10-16T09:30:52.064Z","null","alex19EP"
"brltty","brltty","extra","x86_64","6.7","1","0","Braille display driver for Linux/Unix","https://brltty.app","brltty-6.7-1-x86_64.pkg.tar.zst","1924351","9996058","2024-10-16T09:26:26Z","2024-10-16T09:30:51.395Z","null","alex19EP"
"broadcom-wl-dkms","broadcom-wl-dkms","extra","x86_64","6.30.223.271","37","0","Broadcom 802.11 Linux STA wireless driver","https://www.broadcom.com/site-search?filters[pages][content_type][values][]=Downloads&q=802.11%20linux%20sta%20wireless%20driver","broadcom-wl-dkms-6.30.223.271-37-x86_64.pkg.tar.zst","1732092","7985877","2024-07-12T01:39:34Z","2024-07-12T02:07:21.311Z","null","blakkheim"
"broadcom-wl","broadcom-wl","extra","x86_64","6.30.223.271","586","0","Broadcom 802.11 Linux STA wireless driver","https://www.broadcom.com/support/download-search/?pf=Wireless+LAN+Infrastructure","broadcom-wl-6.30.223.271-586-x86_64.pkg.tar.zst","1679542","1686395","2024-11-15T15:54:44Z","2024-11-15T17:30:49.947Z","null","heftig"
"brook","brook","extra","x86_64","20221010","2","0","A cross-platform proxy/vpn software","https://github.com/txthinking/brook","brook-20221010-2-x86_64.pkg.tar.zst","3812039","11116232","2024-07-12T01:40:00Z","2024-07-12T02:07:21.755Z","2024-07-20T12:43:56.288Z","blakkheim"
"broot","broot","extra","x86_64","1.44.2","1","0","Fuzzy Search + tree + cd","https://github.com/Canop/broot","broot-1.44.2-1-x86_64.pkg.tar.zst","4356274","11430944","2024-10-22T07:05:28Z","2024-10-22T07:14:32.205Z","null","orhun"
"brotli-testdata","brotli","core","x86_64","1.1.0","2","0","Generic-purpose lossless compression algorithm - test data","https://github.com/google/brotli","brotli-testdata-1.1.0-2-x86_64.pkg.tar.zst","6426402","15475277","2024-04-03T18:47:23Z","2024-04-27T09:47:11.859Z","null","jelle"
"brotli","brotli","core","x86_64","1.1.0","2","0","Generic-purpose lossless compression algorithm","https://github.com/google/brotli","brotli-1.1.0-2-x86_64.pkg.tar.zst","393903","1020554","2024-04-03T18:47:23Z","2024-04-27T09:47:11.333Z","null","jelle"
"browserify","browserify","extra","any","17.0.0","3","0","browser-side require() the node way","http://browserify.org/","browserify-17.0.0-3-any.pkg.tar.zst","1260587","6941519","2024-08-08T17:23:11Z","2024-08-08T17:25:08.530Z","null","felixonmars"
"browserpass-chromium","browserpass-chromium","extra","any","3.8.0","2","0","Chromium extension for Browserpass, browser extension for zx2c4's pass (password manager)","https://github.com/browserpass/browserpass-extension","browserpass-chromium-3.8.0-2-any.pkg.tar.zst","1146665","1157450","2024-05-30T12:03:19Z","2024-05-30T12:13:48.069Z","null","gromit"
"browserpass-firefox","browserpass-firefox","extra","any","3.8.0","2","0","Firefox extension for Browserpass, browser extension for zx2c4's pass (password manager)","https://github.com/browserpass/browserpass-extension","browserpass-firefox-3.8.0-2-any.pkg.tar.zst","1161897","1167555","2024-05-30T12:03:39Z","2024-05-30T12:13:48.546Z","null","gromit"
"browserpass","browserpass","extra","x86_64","3.1.0","2","0","Native host app for Browserpass, browser extension for zx2c4's pass (password manager)","https://github.com/browserpass/browserpass-native","browserpass-3.1.0-2-x86_64.pkg.tar.zst","1124792","3016759","2024-05-30T12:01:24Z","2024-05-30T12:13:50.518Z","null","gromit"
"bsd-games","bsd-games","extra","x86_64","3.3","3","0","Linux port of the collection of BSD command line games","https://sourceforge.net/projects/bsd-games","bsd-games-3.3-3-x86_64.pkg.tar.zst","218973","701453","2024-05-01T15:04:14Z","2024-05-01T15:21:14.244Z","null","blakkheim"
"bsequencer","bsequencer","extra","x86_64","1.8.10","3","0","Multi channel MIDI step sequencer LV2 plugin with a variable matrix","https://github.com/sjaehn/BSEQuencer","bsequencer-1.8.10-3-x86_64.pkg.tar.zst","637764","1843571","2024-07-12T01:41:27Z","2024-07-12T02:07:22.161Z","null","blakkheim"
"bshapr","bshapr","extra","x86_64","0.13","3","0","Beat/ envelope shaper LV2 plugin","https://github.com/sjaehn/BShapr","bshapr-0.13-3-x86_64.pkg.tar.zst","415484","1696603","2024-07-12T01:42:21Z","2024-07-12T02:07:22.615Z","null","blakkheim"
"bslizr","bslizr","extra","x86_64","1.2.16","3","0","LV2 audio effect plugin for sequenced slicing of stereo audio input signals","https://github.com/sjaehn/bslizr","bslizr-1.2.16-3-x86_64.pkg.tar.zst","465422","699807","2024-07-12T01:43:47Z","2024-07-12T02:07:23.048Z","null","blakkheim"
"bspwm","bspwm","extra","x86_64","0.9.10","4","0","Tiling window manager based on binary space partitioning","https://github.com/baskerville/bspwm","bspwm-0.9.10-4-x86_64.pkg.tar.zst","109215","257284","2024-07-28T21:48:56Z","2024-07-28T22:17:23.067Z","null","arodseth"
